candidate_id,dimension,dimension_value,category,tp,fp,fn,precision,recall,f1,f2,exact_span,notes
datafog-regex-v1,subtype,email,,19,0,0,1.0,1.0,1.0,1.0,19,
datafog-regex-v1,subtype,financial_id,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,github-fine-grained-pat,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,github-pat,,0,0,2,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,gitlab-pat,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,google-api-key,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,government_id,,1,0,1,1.0,0.5,0.6666666666666666,0.5555555555555556,1,
datafog-regex-v1,subtype,ip,,5,0,2,1.0,0.7142857142857143,0.8333333333333333,0.7575757575757576,5,
datafog-regex-v1,subtype,jwt,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,mrn,,0,0,2,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,npm-token,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,openai-key,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,pan,,4,1,0,0.8,1.0,0.888888888888889,0.9523809523809523,4,
datafog-regex-v1,subtype,patient_id,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,pem-private-key,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,person,,0,0,30,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,phone,,12,0,2,1.0,0.8571428571428571,0.923076923076923,0.8823529411764707,12,
datafog-regex-v1,subtype,slack-token,,0,0,2,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,ssn_label,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,subtype,stripe-live-key,,0,0,1,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,source_shape,adapter_emission,,2,0,2,1.0,0.5,0.6666666666666666,0.5555555555555556,2,
datafog-regex-v1,source_shape,bounded_document_fetch,,1,0,2,1.0,0.3333333333333333,0.5,0.3846153846153846,1,
datafog-regex-v1,source_shape,external_ingest_envelope,,1,0,3,1.0,0.25,0.4,0.29411764705882354,1,
datafog-regex-v1,source_shape,failure_fixture,,1,0,0,1.0,1.0,1.0,1.0,1,
datafog-regex-v1,source_shape,github_poll,,2,0,1,1.0,0.6666666666666666,0.8,0.7142857142857142,2,
datafog-regex-v1,source_shape,github_webhook,,4,0,5,1.0,0.4444444444444444,0.6153846153846153,0.5,4,
datafog-regex-v1,source_shape,linear_graphql,,1,0,2,1.0,0.3333333333333333,0.5,0.3846153846153846,1,
datafog-regex-v1,source_shape,linear_webhook,,2,0,2,1.0,0.5,0.6666666666666666,0.5555555555555556,2,
datafog-regex-v1,source_shape,local_directory,,2,4,2,0.3333333333333333,0.5,0.4,0.45454545454545453,2,
datafog-regex-v1,source_shape,observation,,10,0,10,1.0,0.5,0.6666666666666666,0.5555555555555556,10,
datafog-regex-v1,source_shape,plain_text,,16,2,38,0.8888888888888888,0.2962962962962963,0.4444444444444444,0.3418803418803419,16,
datafog-regex-v1,class,decision_preservation,,5,0,5,1.0,0.5,0.6666666666666666,0.5555555555555556,5,
datafog-regex-v1,class,mixed_entities,,3,0,6,1.0,0.3333333333333333,0.5,0.3846153846153846,3,
datafog-regex-v1,class,negative_control,,0,2,0,0.0,,,,0,recall=no_expected_entities;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
datafog-regex-v1,class,nested_metadata,,18,4,21,0.8181818181818182,0.46153846153846156,0.5901639344262295,0.5056179775280898,18,
datafog-regex-v1,class,overlapping_entities,,2,0,1,1.0,0.6666666666666666,0.8,0.7142857142857142,2,
datafog-regex-v1,class,positive_detection,,42,4,67,0.9130434782608695,0.3853211009174312,0.5419354838709678,0.43568464730290457,42,
datafog-regex-v1,class,structural_identity,,18,4,22,0.8181818181818182,0.45,0.5806451612903226,0.4945054945054944,18,
presidio-gliner-pii-v1,total,all,,101,12,8,0.8938053097345132,0.926605504587156,0.9099099099099099,0.9198542805100183,99,
presidio-gliner-pii-v1,category,credential,credential,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-gliner-pii-v1,category,phi,phi,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-gliner-pii-v1,category,pii,pii,78,12,8,0.8666666666666667,0.9069767441860465,0.8863636363636364,0.8986175115207374,77,
presidio-gliner-pii-v1,category,secret,secret,15,0,0,1.0,1.0,1.0,1.0,14,
presidio-gliner-pii-v1,subtype,account_id,,3,2,1,0.6,0.75,0.6666666666666665,0.7142857142857143,2,
presidio-gliner-pii-v1,subtype,address,,7,2,0,0.7777777777777778,1.0,0.8750000000000001,0.945945945945946,7,
presidio-gliner-pii-v1,subtype,aws-access-key,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-gliner-pii-v1,subtype,azure-storage-key,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,dob,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-gliner-pii-v1,subtype,email,,19,0,0,1.0,1.0,1.0,1.0,19,
presidio-gliner-pii-v1,subtype,financial_id,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,github-fine-grained-pat,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,github-pat,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-gliner-pii-v1,subtype,gitlab-pat,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,google-api-key,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,government_id,,1,0,1,1.0,0.5,0.6666666666666666,0.5555555555555556,1,
presidio-gliner-pii-v1,subtype,ip,,1,0,6,1.0,0.14285714285714285,0.25,0.17241379310344823,1,
presidio-gliner-pii-v1,subtype,jwt,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,mrn,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-gliner-pii-v1,subtype,npm-token,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,openai-key,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,pan,,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-gliner-pii-v1,subtype,patient_id,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,pem-private-key,,1,0,0,1.0,1.0,1.0,1.0,0,
presidio-gliner-pii-v1,subtype,person,,30,7,0,0.8108108108108109,1.0,0.8955223880597014,0.9554140127388534,30,
presidio-gliner-pii-v1,subtype,phone,,14,1,0,0.9333333333333333,1.0,0.9655172413793104,0.9859154929577465,14,
presidio-gliner-pii-v1,subtype,slack-token,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-gliner-pii-v1,subtype,ssn_label,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,subtype,stripe-live-key,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,source_shape,adapter_emission,,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-gliner-pii-v1,source_shape,bounded_document_fetch,,3,0,0,1.0,1.0,1.0,1.0,3,
presidio-gliner-pii-v1,source_shape,external_ingest_envelope,,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-gliner-pii-v1,source_shape,failure_fixture,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-gliner-pii-v1,source_shape,github_poll,,3,0,0,1.0,1.0,1.0,1.0,3,
presidio-gliner-pii-v1,source_shape,github_webhook,,9,4,0,0.6923076923076923,1.0,0.8181818181818181,0.9183673469387755,9,
presidio-gliner-pii-v1,source_shape,linear_graphql,,3,0,0,1.0,1.0,1.0,1.0,3,
presidio-gliner-pii-v1,source_shape,linear_webhook,,4,1,0,0.8,1.0,0.888888888888889,0.9523809523809523,4,
presidio-gliner-pii-v1,source_shape,local_directory,,4,1,0,0.8,1.0,0.888888888888889,0.9523809523809523,4,
presidio-gliner-pii-v1,source_shape,observation,,17,2,3,0.8947368421052632,0.85,0.8717948717948718,0.8585858585858586,17,
presidio-gliner-pii-v1,source_shape,plain_text,,49,4,5,0.9245283018867925,0.9074074074074074,0.9158878504672898,0.9107806691449815,47,
presidio-gliner-pii-v1,class,decision_preservation,,9,2,1,0.8181818181818182,0.9,0.8571428571428572,0.8823529411764706,9,
presidio-gliner-pii-v1,class,mixed_entities,,8,0,1,1.0,0.8888888888888888,0.9411764705882353,0.9090909090909091,8,
presidio-gliner-pii-v1,class,nested_metadata,,39,6,0,0.8666666666666667,1.0,0.9285714285714286,0.9701492537313434,39,
presidio-gliner-pii-v1,class,overlapping_entities,,3,0,0,1.0,1.0,1.0,1.0,3,
presidio-gliner-pii-v1,class,positive_detection,,101,12,8,0.8938053097345132,0.926605504587156,0.9099099099099099,0.9198542805100183,99,
presidio-gliner-pii-v1,class,structural_identity,,38,6,2,0.8636363636363636,0.95,0.9047619047619048,0.931372549019608,38,
presidio-spacy-lg-v1,total,all,,99,16,10,0.8608695652173913,0.908256880733945,0.8839285714285715,0.898366606170599,89,
presidio-spacy-lg-v1,category,credential,credential,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-spacy-lg-v1,category,phi,phi,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-spacy-lg-v1,category,pii,pii,76,16,10,0.8260869565217391,0.8837209302325582,0.853932584269663,0.8715596330275228,67,
presidio-spacy-lg-v1,category,secret,secret,15,0,0,1.0,1.0,1.0,1.0,14,
presidio-spacy-lg-v1,subtype,account_id,,0,0,4,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
presidio-spacy-lg-v1,subtype,address,,7,9,0,0.4375,1.0,0.6086956521739131,0.7954545454545454,0,
presidio-spacy-lg-v1,subtype,aws-access-key,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-spacy-lg-v1,subtype,azure-storage-key,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,dob,,0,0,2,,0.0,,,0,precision=no_positive_predictions;f1=undefined_precision_or_recall;f2=undefined_precision_or_recall;exact_span_accuracy=no_true_positives
presidio-spacy-lg-v1,subtype,email,,19,0,0,1.0,1.0,1.0,1.0,19,
presidio-spacy-lg-v1,subtype,financial_id,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,github-fine-grained-pat,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,github-pat,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-spacy-lg-v1,subtype,gitlab-pat,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,google-api-key,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,government_id,,1,0,1,1.0,0.5,0.6666666666666666,0.5555555555555556,1,
presidio-spacy-lg-v1,subtype,ip,,7,0,0,1.0,1.0,1.0,1.0,7,
presidio-spacy-lg-v1,subtype,jwt,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,mrn,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-spacy-lg-v1,subtype,npm-token,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,openai-key,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,pan,,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-spacy-lg-v1,subtype,patient_id,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,pem-private-key,,1,0,0,1.0,1.0,1.0,1.0,0,
presidio-spacy-lg-v1,subtype,person,,27,7,3,0.7941176470588235,0.9,0.84375,0.8766233766233766,26,
presidio-spacy-lg-v1,subtype,phone,,14,0,0,1.0,1.0,1.0,1.0,13,
presidio-spacy-lg-v1,subtype,slack-token,,2,0,0,1.0,1.0,1.0,1.0,2,
presidio-spacy-lg-v1,subtype,ssn_label,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,subtype,stripe-live-key,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,source_shape,adapter_emission,,3,0,1,1.0,0.75,0.8571428571428571,0.7894736842105263,3,
presidio-spacy-lg-v1,source_shape,bounded_document_fetch,,3,0,0,1.0,1.0,1.0,1.0,2,
presidio-spacy-lg-v1,source_shape,external_ingest_envelope,,4,2,0,0.6666666666666666,1.0,0.8,0.9090909090909091,3,
presidio-spacy-lg-v1,source_shape,failure_fixture,,1,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,source_shape,github_poll,,3,1,0,0.75,1.0,0.8571428571428571,0.9375,3,
presidio-spacy-lg-v1,source_shape,github_webhook,,9,6,0,0.6,1.0,0.7499999999999999,0.8823529411764706,9,
presidio-spacy-lg-v1,source_shape,linear_graphql,,3,0,0,1.0,1.0,1.0,1.0,3,
presidio-spacy-lg-v1,source_shape,linear_webhook,,3,0,1,1.0,0.75,0.8571428571428571,0.7894736842105263,3,
presidio-spacy-lg-v1,source_shape,local_directory,,4,0,0,1.0,1.0,1.0,1.0,4,
presidio-spacy-lg-v1,source_shape,observation,,19,1,1,0.95,0.95,0.9500000000000001,0.9500000000000001,18,
presidio-spacy-lg-v1,source_shape,plain_text,,47,6,7,0.8867924528301887,0.8703703703703703,0.8785046728971964,0.8736059479553905,40,
presidio-spacy-lg-v1,class,decision_preservation,,10,0,0,1.0,1.0,1.0,1.0,9,
presidio-spacy-lg-v1,class,mixed_entities,,7,2,2,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,6,
presidio-spacy-lg-v1,class,nested_metadata,,37,9,2,0.8043478260869565,0.9487179487179487,0.8705882352941177,0.9158415841584159,35,
presidio-spacy-lg-v1,class,overlapping_entities,,3,0,0,1.0,1.0,1.0,1.0,1,
presidio-spacy-lg-v1,class,positive_detection,,99,16,10,0.8608695652173913,0.908256880733945,0.8839285714285715,0.898366606170599,89,
presidio-spacy-lg-v1,class,structural_identity,,37,10,3,0.7872340425531915,0.925,0.8505747126436781,0.893719806763285,35,
